seqid	source	type	start	end	score	strand	phase	ID	Name	collected-by	culture-collection	gbkey	strain	type-material	gene_biotype	locus_tag	old_locus_tag	Parent	Ontology_term	go_function	go_process	product	protein_id	gene	go_component	anticodon	bound_moiety	regulatory_class	gene_synonym	partial	transl_except	rpt_family	rpt_unit_range	rpt_unit_seq
NZ_CP065640.1	Protein Homology	CDS	709056	709496	.	-	0	cds-WP_054305814.1	WP_054305814.1			CDS				I6G83_RS03250		gene-I6G83_RS03250				DUF1090 domain-containing protein	WP_054305814.1											
NZ_CP065640.1	RefSeq	gene	709857	710678	.	+	.	gene-I6G83_RS03255	I6G83_RS03255			Gene			protein_coding	I6G83_RS03255	I6G83_03255																	
NZ_CP065640.1	Protein Homology	CDS	709857	710678	.	+	0	cds-WP_054305813.1	WP_054305813.1			CDS				I6G83_RS03255		gene-I6G83_RS03255				aminoglycoside adenylyltransferase family protein	WP_054305813.1											
NZ_CP065640.1	RefSeq	gene	710723	712075	.	-	.	gene-I6G83_RS03260	I6G83_RS03260			Gene			protein_coding	I6G83_RS03260	I6G83_03260																	
NZ_CP065640.1	Protein Homology	CDS	710723	712075	.	-	0	cds-WP_054305812.1	WP_054305812.1			CDS				I6G83_RS03260		gene-I6G83_RS03260	GO:0055085,GO:0022857,GO:0016020	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA	amino acid permease	WP_054305812.1		membrane|0016020||IEA									
NZ_CP065640.1	RefSeq	gene	712158	714473	.	-	.	gene-I6G83_RS03265	I6G83_RS03265			Gene			protein_coding	I6G83_RS03265	I6G83_03265																	
NZ_CP065640.1	Protein Homology	CDS	712158	714473	.	-	0	cds-WP_054305811.1	WP_054305811.1			CDS				I6G83_RS03265		gene-I6G83_RS03265	GO:0016831	carboxy-lyase activity|0016831||IEA		Orn/Lys/Arg decarboxylase N-terminal domain-containing protein	WP_054305811.1											
NZ_CP065640.1	RefSeq	gene	714620	714880	.	-	.	gene-I6G83_RS03270	I6G83_RS03270			Gene			protein_coding	I6G83_RS03270	I6G83_03270																	
NZ_CP065640.1	Protein Homology	CDS	714620	714880	.	-	0	cds-WP_054305810.1	WP_054305810.1			CDS				I6G83_RS03270		gene-I6G83_RS03270				helix-turn-helix domain-containing protein	WP_054305810.1											
NZ_CP065640.1	RefSeq	gene	714901	715299	.	-	.	gene-I6G83_RS03275	I6G83_RS03275			Gene			protein_coding	I6G83_RS03275	I6G83_03275																	
NZ_CP065640.1	GeneMarkS-2+	CDS	714901	715299	.	-	0	cds-WP_054305809.1	WP_054305809.1			CDS				I6G83_RS03275		gene-I6G83_RS03275				hypothetical protein	WP_054305809.1											
NZ_CP065640.1	RefSeq	gene	715523	716935	.	-	.	gene-I6G83_RS03280	I6G83_RS03280			Gene			protein_coding	I6G83_RS03280	I6G83_03280																	
NZ_CP065640.1	Protein Homology	CDS	715523	716935	.	-	0	cds-WP_062779251.1	WP_062779251.1			CDS				I6G83_RS03280		gene-I6G83_RS03280	GO:0030170	pyridoxal phosphate binding|0030170||IEA		PLP-dependent aminotransferase family protein	WP_062779251.1											
NZ_CP065640.1	RefSeq	gene	717046	717480	.	+	.	gene-I6G83_RS03285	I6G83_RS03285			Gene			protein_coding	I6G83_RS03285	I6G83_03285																	
NZ_CP065640.1	Protein Homology	CDS	717046	717480	.	+	0	cds-WP_054307764.1	WP_054307764.1			CDS				I6G83_RS03285		gene-I6G83_RS03285				carboxymuconolactone decarboxylase family protein	WP_054307764.1											
NZ_CP065640.1	RefSeq	gene	717536	718153	.	+	.	gene-I6G83_RS03290	I6G83_RS03290			Gene			protein_coding	I6G83_RS03290	I6G83_03290																	
NZ_CP065640.1	Protein Homology	CDS	717536	718153	.	+	0	cds-WP_054307773.1	WP_054307773.1			CDS				I6G83_RS03290		gene-I6G83_RS03290	GO:0008753,GO:0010181,GO:0050136	NADPH dehydrogenase (quinone) activity|0008753||IEA,FMN binding|0010181||IEA,NADH dehydrogenase (quinone) activity|0050136||IEA		NAD(P)H-dependent oxidoreductase	WP_054307773.1											
NZ_CP065640.1	RefSeq	gene	718125	719072	.	-	.	gene-I6G83_RS03295	I6G83_RS03295			Gene			protein_coding	I6G83_RS03295	I6G83_03295																	
NZ_CP065640.1	Protein Homology	CDS	718125	719072	.	-	0	cds-WP_054307765.1	WP_054307765.1			CDS				I6G83_RS03295		gene-I6G83_RS03295				zinc-dependent alcohol dehydrogenase family protein	WP_054307765.1											
NZ_CP065640.1	RefSeq	gene	719346	719756	.	+	.	gene-I6G83_RS03300	I6G83_RS03300			Gene			protein_coding	I6G83_RS03300	I6G83_03300																	
NZ_CP065640.1	Protein Homology	CDS	719346	719756	.	+	0	cds-WP_054307766.1	WP_054307766.1			CDS				I6G83_RS03300		gene-I6G83_RS03300				hypothetical protein	WP_054307766.1											
NZ_CP065640.1	RefSeq	gene	719833	719931	.	-	.	gene-I6G83_RS03305	I6G83_RS03305			Gene			protein_coding	I6G83_RS03305	I6G83_03305																	
NZ_CP065640.1	Protein Homology	CDS	719833	719931	.	-	0	cds-WP_015673922.1	WP_015673922.1			CDS				I6G83_RS03305		gene-I6G83_RS03305				YoaK family small membrane protein	WP_015673922.1											
NZ_CP065640.1	RefSeq	gene	719990	720256	.	-	.	gene-I6G83_RS03310	I6G83_RS03310			Gene			protein_coding	I6G83_RS03310	I6G83_03310																	
NZ_CP065640.1	Protein Homology	CDS	719990	720256	.	-	0	cds-WP_054307767.1	WP_054307767.1			CDS				I6G83_RS03310		gene-I6G83_RS03310				DUF1883 domain-containing protein	WP_054307767.1											
NZ_CP065640.1	RefSeq	gene	720511	722214	.	+	.	gene-I6G83_RS03315	dauA			Gene			protein_coding	I6G83_RS03315	I6G83_03315							dauA										
NZ_CP065640.1	Protein Homology	CDS	720511	722214	.	+	0	cds-WP_054307768.1	WP_054307768.1			CDS				I6G83_RS03315		gene-I6G83_RS03315				C4-dicarboxylic acid transporter DauA	WP_054307768.1	dauA										
NZ_CP065640.1	RefSeq	gene	722211	722627	.	-	.	gene-I6G83_RS03320	I6G83_RS03320			Gene			protein_coding	I6G83_RS03320	I6G83_03320																	
NZ_CP065640.1	Protein Homology	CDS	722211	722627	.	-	0	cds-WP_054307769.1	WP_054307769.1			CDS				I6G83_RS03320		gene-I6G83_RS03320				Rrf2 family transcriptional regulator	WP_054307769.1											
NZ_CP065640.1	RefSeq	gene	722932	723126	.	-	.	gene-I6G83_RS03325	I6G83_RS03325			Gene			protein_coding	I6G83_RS03325	I6G83_03325																	
NZ_CP065640.1	Protein Homology	CDS	722932	723126	.	-	0	cds-WP_015673925.1	WP_015673925.1			CDS				I6G83_RS03325		gene-I6G83_RS03325	GO:0006355		regulation of DNA-templated transcription|0006355||IEA	ribbon-helix-helix protein%2C CopG family	WP_015673925.1											
NZ_CP065640.1	RefSeq	gene	723192	723977	.	-	.	gene-I6G83_RS03330	I6G83_RS03330			Gene			protein_coding	I6G83_RS03330	I6G83_03330																	
NZ_CP065640.1	Protein Homology	CDS	723192	723977	.	-	0	cds-WP_054307770.1	WP_054307770.1			CDS				I6G83_RS03330		gene-I6G83_RS03330				fused MFS/spermidine synthase	WP_054307770.1											
NZ_CP065640.1	RefSeq	gene	724003	724446	.	-	.	gene-I6G83_RS03335	I6G83_RS03335			Gene			protein_coding	I6G83_RS03335	I6G83_03335																	
NZ_CP065640.1	Protein Homology	CDS	724003	724446	.	-	0	cds-WP_054307771.1	WP_054307771.1			CDS				I6G83_RS03335		gene-I6G83_RS03335				3-hydroxyacyl-CoA dehydrogenase	WP_054307771.1											
NZ_CP065640.1	RefSeq	gene	724638	724973	.	+	.	gene-I6G83_RS03340	I6G83_RS03340			Gene			protein_coding	I6G83_RS03340	I6G83_03340																	
NZ_CP065640.1	Protein Homology	CDS	724638	724973	.	+	0	cds-WP_015673928.1	WP_015673928.1			CDS				I6G83_RS03340		gene-I6G83_RS03340				zinc ribbon domain-containing protein YjdM	WP_015673928.1											
NZ_CP065640.1	RefSeq	gene	725103	725615	.	-	.	gene-I6G83_RS03345	I6G83_RS03345			Gene			protein_coding	I6G83_RS03345	I6G83_03345																	
NZ_CP065640.1	GeneMarkS-2+	CDS	725103	725615	.	-	0	cds-WP_138111879.1	WP_138111879.1			CDS				I6G83_RS03345		gene-I6G83_RS03345				hypothetical protein	WP_138111879.1											
NZ_CP065640.1	RefSeq	gene	725679	727085	.	-	.	gene-I6G83_RS03350	I6G83_RS03350			Gene			protein_coding	I6G83_RS03350	I6G83_03350																	
NZ_CP065640.1	Protein Homology	CDS	725679	727085	.	-	0	cds-WP_054307915.1	WP_054307915.1			CDS				I6G83_RS03350		gene-I6G83_RS03350	GO:0016020			oligosaccharide flippase family protein	WP_054307915.1		membrane|0016020||IEA									
NZ_CP065640.1	RefSeq	gene	727082	728245	.	-	.	gene-I6G83_RS03355	I6G83_RS03355			Gene			protein_coding	I6G83_RS03355	I6G83_03355																	
NZ_CP065640.1	Protein Homology	CDS	727082	728245	.	-	0	cds-WP_161805816.1	WP_161805816.1			CDS				I6G83_RS03355		gene-I6G83_RS03355	GO:0009246,GO:0036065,GO:0008417	fucosyltransferase activity|0008417||IEA	enterobacterial common antigen biosynthetic process|0009246||IEA,fucosylation|0036065||IEA	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase	WP_161805816.1											
NZ_CP065640.1	RefSeq	gene	728282	729388	.	-	.	gene-I6G83_RS03360	I6G83_RS03360			Gene			protein_coding	I6G83_RS03360	I6G83_03360																	
NZ_CP065640.1	Protein Homology	CDS	728282	729388	.	-	0	cds-WP_054307917.1	WP_054307917.1			CDS				I6G83_RS03360		gene-I6G83_RS03360	GO:0008483	transaminase activity|0008483||IEA		DegT/DnrJ/EryC1/StrS family aminotransferase	WP_054307917.1											
NZ_CP065640.1	RefSeq	pseudogene	730351	730437	.	+	.	gene-I6G83_RS03365	I6G83_RS03365			Gene			pseudogene	I6G83_RS03365	I6G83_03365													true				
NZ_CP065640.1	Protein Homology	CDS	730351	730437	.	+	0	cds-I6G83_RS03365				CDS				I6G83_RS03365		gene-I6G83_RS03365				PhnA domain-containing protein								true				
NZ_CP065640.1	RefSeq	gene	730606	730992	.	+	.	gene-I6G83_RS03370	I6G83_RS03370			Gene			protein_coding	I6G83_RS03370	I6G83_03370																	
NZ_CP065640.1	Protein Homology	CDS	730606	730992	.	+	0	cds-WP_054307222.1	WP_054307222.1			CDS				I6G83_RS03370		gene-I6G83_RS03370				thioesterase family protein	WP_054307222.1											
NZ_CP065640.1	RefSeq	gene	731171	732157	.	+	.	gene-I6G83_RS03375	I6G83_RS03375			Gene			protein_coding	I6G83_RS03375	I6G83_03375																	
NZ_CP065640.1	GeneMarkS-2+	CDS	731171	732157	.	+	0	cds-WP_062779254.1	WP_062779254.1			CDS				I6G83_RS03375		gene-I6G83_RS03375				hypothetical protein	WP_062779254.1											
NZ_CP065640.1	RefSeq	gene	732233	733144	.	+	.	gene-I6G83_RS03380	I6G83_RS03380			Gene			protein_coding	I6G83_RS03380	I6G83_03380																	
NZ_CP065640.1	Protein Homology	CDS	732233	733144	.	+	0	cds-WP_054307224.1	WP_054307224.1			CDS				I6G83_RS03380		gene-I6G83_RS03380				transglycosylase SLT domain-containing protein	WP_054307224.1											
NZ_CP065640.1	RefSeq	gene	733209	734192	.	-	.	gene-I6G83_RS03385	I6G83_RS03385			Gene			protein_coding	I6G83_RS03385	I6G83_03385																	
NZ_CP065640.1	Protein Homology	CDS	733209	734192	.	-	0	cds-WP_054307225.1	WP_054307225.1			CDS				I6G83_RS03385		gene-I6G83_RS03385				hypothetical protein	WP_054307225.1											
NZ_CP065640.1	RefSeq	gene	734197	734976	.	-	.	gene-I6G83_RS03390	I6G83_RS03390			Gene			protein_coding	I6G83_RS03390	I6G83_03390																	
NZ_CP065640.1	GeneMarkS-2+	CDS	734197	734976	.	-	0	cds-WP_054307226.1	WP_054307226.1			CDS				I6G83_RS03390		gene-I6G83_RS03390				hypothetical protein	WP_054307226.1											
NZ_CP065640.1	RefSeq	gene	735543	736520	.	+	.	gene-I6G83_RS03395	I6G83_RS03395			Gene			protein_coding	I6G83_RS03395	I6G83_03395																	
NZ_CP065640.1	Protein Homology	CDS	735543	736520	.	+	0	cds-WP_099050018.1	WP_099050018.1			CDS				I6G83_RS03395		gene-I6G83_RS03395	GO:0006355,GO:0005524,GO:0008134	ATP binding|0005524||IEA,transcription factor binding|0008134||IEA	regulation of DNA-templated transcription|0006355||IEA	sigma 54-interacting transcriptional regulator	WP_099050018.1											
NZ_CP065640.1	RefSeq	gene	736650	736907	.	+	.	gene-I6G83_RS03400	I6G83_RS03400			Gene			protein_coding	I6G83_RS03400	I6G83_03400																	
NZ_CP065640.1	Protein Homology	CDS	736650	736907	.	+	0	cds-WP_054307228.1	WP_054307228.1			CDS				I6G83_RS03400		gene-I6G83_RS03400				hypothetical protein	WP_054307228.1											
NZ_CP065640.1	RefSeq	gene	736972	737325	.	+	.	gene-I6G83_RS03405	I6G83_RS03405			Gene			protein_coding	I6G83_RS03405	I6G83_03405																	
NZ_CP065640.1	Protein Homology	CDS	736972	737325	.	+	0	cds-WP_054307229.1	WP_054307229.1			CDS				I6G83_RS03405		gene-I6G83_RS03405	GO:0009306,GO:0030254		protein secretion|0009306||IEA,protein secretion by the type III secretion system|0030254||IEA	EscI/YscI/HrpB family type III secretion system inner rod protein	WP_054307229.1											
NZ_CP065640.1	RefSeq	gene	737331	738101	.	+	.	gene-I6G83_RS03410	sctJ			Gene			protein_coding	I6G83_RS03410	I6G83_03410							sctJ										
NZ_CP065640.1	Protein Homology	CDS	737331	738101	.	+	0	cds-WP_015673941.1	WP_015673941.1			CDS				I6G83_RS03410		gene-I6G83_RS03410	GO:0030254		protein secretion by the type III secretion system|0030254||IEA	type III secretion inner membrane ring lipoprotein SctJ	WP_015673941.1	sctJ										
NZ_CP065640.1	RefSeq	gene	738098	738679	.	+	.	gene-I6G83_RS03415	I6G83_RS03415			Gene			protein_coding	I6G83_RS03415	I6G83_03415																	
NZ_CP065640.1	GeneMarkS-2+	CDS	738098	738679	.	+	0	cds-WP_062779257.1	WP_062779257.1			CDS				I6G83_RS03415		gene-I6G83_RS03415				hypothetical protein	WP_062779257.1											
NZ_CP065640.1	RefSeq	gene	738666	739280	.	+	.	gene-I6G83_RS03420	sctL			Gene			protein_coding	I6G83_RS03420	I6G83_03420							sctL										
NZ_CP065640.1	Protein Homology	CDS	738666	739280	.	+	0	cds-WP_062779260.1	WP_062779260.1			CDS				I6G83_RS03420		gene-I6G83_RS03420	GO:0030254,GO:0030257		protein secretion by the type III secretion system|0030254||IEA	type III secretion system stator protein SctL	WP_062779260.1	sctL	type III protein secretion system complex|0030257||IEA									
NZ_CP065640.1	RefSeq	gene	739358	739585	.	+	.	gene-I6G83_RS03425	I6G83_RS03425			Gene			protein_coding	I6G83_RS03425	I6G83_03425																	
NZ_CP065640.1	Protein Homology	CDS	739358	739585	.	+	0	cds-WP_015673944.1	WP_015673944.1			CDS				I6G83_RS03425		gene-I6G83_RS03425				HrpF protein	WP_015673944.1											
NZ_CP065640.1	RefSeq	gene	739797	741842	.	+	.	gene-I6G83_RS03430	sctC			Gene			protein_coding	I6G83_RS03430	I6G83_03430							sctC										
NZ_CP065640.1	Protein Homology	CDS	739797	741842	.	+	0	cds-WP_082394700.1	WP_082394700.1			CDS				I6G83_RS03430		gene-I6G83_RS03430				type III secretion system outer membrane ring subunit SctC	WP_082394700.1	sctC										
NZ_CP065640.1	RefSeq	gene	741853	742041	.	+	.	gene-I6G83_RS03435	hrpT			Gene			protein_coding	I6G83_RS03435	I6G83_03435							hrpT										
NZ_CP065640.1	Protein Homology	CDS	741853	742041	.	+	0	cds-WP_015673946.1	WP_015673946.1			CDS				I6G83_RS03435		gene-I6G83_RS03435				HrpT family type III secretion system protein	WP_015673946.1	hrpT										
NZ_CP065640.1	RefSeq	gene	742102	747099	.	+	.	gene-I6G83_RS03440	I6G83_RS03440			Gene			protein_coding	I6G83_RS03440	I6G83_03440																	
NZ_CP065640.1	Protein Homology	CDS	742102	747099	.	+	0	cds-WP_062779262.1	WP_062779262.1			CDS				I6G83_RS03440		gene-I6G83_RS03440				AvrE-family type 3 secretion system effector	WP_062779262.1											
NZ_CP065640.1	RefSeq	gene	747116	747538	.	+	.	gene-I6G83_RS03445	I6G83_RS03445			Gene			protein_coding	I6G83_RS03445	I6G83_03445																	
NZ_CP065640.1	Protein Homology	CDS	747116	747538	.	+	0	cds-WP_161805794.1	WP_161805794.1			CDS				I6G83_RS03445		gene-I6G83_RS03445				type III secretion system chaperone	WP_161805794.1											
NZ_CP065640.1	RefSeq	gene	747555	748649	.	-	.	gene-I6G83_RS03450	sctU			Gene			protein_coding	I6G83_RS03450	I6G83_03450							sctU										
NZ_CP065640.1	Protein Homology	CDS	747555	748649	.	-	0	cds-WP_015673949.1	WP_015673949.1			CDS				I6G83_RS03450		gene-I6G83_RS03450	GO:0030254		protein secretion by the type III secretion system|0030254||IEA	type III secretion system export apparatus subunit SctU	WP_015673949.1	sctU										
NZ_CP065640.1	RefSeq	gene	748646	749458	.	-	.	gene-I6G83_RS03455	sctT			Gene			protein_coding	I6G83_RS03455	I6G83_03455							sctT										
NZ_CP065640.1	Protein Homology	CDS	748646	749458	.	-	0	cds-WP_054307039.1	WP_054307039.1			CDS				I6G83_RS03455		gene-I6G83_RS03455	GO:0030254		protein secretion by the type III secretion system|0030254||IEA	type III secretion system export apparatus subunit SctT	WP_054307039.1	sctT										
NZ_CP065640.1	RefSeq	gene	749458	749718	.	-	.	gene-I6G83_RS03460	sctS			Gene			protein_coding	I6G83_RS03460	I6G83_03460							sctS										
NZ_CP065640.1	Protein Homology	CDS	749458	749718	.	-	0	cds-WP_054307038.1	WP_054307038.1			CDS				I6G83_RS03460		gene-I6G83_RS03460	GO:0030254		protein secretion by the type III secretion system|0030254||IEA	type III secretion system export apparatus subunit SctS	WP_054307038.1	sctS										
NZ_CP065640.1	RefSeq	gene	749726	750379	.	-	.	gene-I6G83_RS03465	sctR			Gene			protein_coding	I6G83_RS03465	I6G83_03465							sctR										
NZ_CP065640.1	Protein Homology	CDS	749726	750379	.	-	0	cds-WP_054307037.1	WP_054307037.1			CDS				I6G83_RS03465		gene-I6G83_RS03465	GO:0030254,GO:0030257		protein secretion by the type III secretion system|0030254||IEA	type III secretion system export apparatus subunit SctR	WP_054307037.1	sctR	type III protein secretion system complex|0030257||IEA									
NZ_CP065640.1	RefSeq	gene	750383	751435	.	-	.	gene-I6G83_RS03470	sctQ			Gene			protein_coding	I6G83_RS03470	I6G83_03470							sctQ										
NZ_CP065640.1	Protein Homology	CDS	750383	751435	.	-	0	cds-WP_054307036.1	WP_054307036.1			CDS				I6G83_RS03470		gene-I6G83_RS03470	GO:0030254,GO:0030257		protein secretion by the type III secretion system|0030254||IEA	type III secretion system cytoplasmic ring protein SctQ	WP_054307036.1	sctQ	type III protein secretion system complex|0030257||IEA									
NZ_CP065640.1	RefSeq	gene	751432	752127	.	-	.	gene-I6G83_RS03475	I6G83_RS03475			Gene			protein_coding	I6G83_RS03475	I6G83_03475																	
NZ_CP065640.1	GeneMarkS-2+	CDS	751432	752127	.	-	0	cds-WP_054307035.1	WP_054307035.1			CDS				I6G83_RS03475		gene-I6G83_RS03475				type III secretion system HrpP C-terminal domain-containing protein	WP_054307035.1											
NZ_CP065640.1	RefSeq	gene	752124	752585	.	-	.	gene-I6G83_RS03480	I6G83_RS03480			Gene			protein_coding	I6G83_RS03480	I6G83_03480																	
NZ_CP065640.1	GeneMarkS-2+	CDS	752124	752585	.	-	0	cds-WP_054307034.1	WP_054307034.1			CDS				I6G83_RS03480		gene-I6G83_RS03480				hypothetical protein	WP_054307034.1											
NZ_CP065640.1	RefSeq	gene	752563	753936	.	-	.	gene-I6G83_RS03485	sctN			Gene			protein_coding	I6G83_RS03485	I6G83_03485							sctN										
NZ_CP065640.1	Protein Homology	CDS	752563	753936	.	-	0	cds-WP_054307033.1	WP_054307033.1			CDS				I6G83_RS03485		gene-I6G83_RS03485	GO:0030254,GO:0046961,GO:0030257	proton-transporting ATPase activity%2C rotational mechanism|0046961||IEA	protein secretion by the type III secretion system|0030254||IEA	type III secretion system ATPase SctN	WP_054307033.1	sctN	type III protein secretion system complex|0030257||IEA									
NZ_CP065640.1	RefSeq	gene	753930	754781	.	-	.	gene-I6G83_RS03490	I6G83_RS03490			Gene			protein_coding	I6G83_RS03490	I6G83_03490																	
NZ_CP065640.1	Protein Homology	CDS	753930	754781	.	-	0	cds-WP_138111903.1	WP_138111903.1			CDS				I6G83_RS03490		gene-I6G83_RS03490				EscD/YscD/HrpQ family type III secretion system periplasmic domain-containing protein	WP_138111903.1											
NZ_CP065640.1	RefSeq	gene	754785	756908	.	-	.	gene-I6G83_RS03495	sctV			Gene			protein_coding	I6G83_RS03495	I6G83_03495							sctV										
NZ_CP065640.1	Protein Homology	CDS	754785	756908	.	-	0	cds-WP_054306047.1	WP_054306047.1			CDS				I6G83_RS03495		gene-I6G83_RS03495	GO:0009306,GO:0016020		protein secretion|0009306||IEA	type III secretion system export apparatus subunit SctV	WP_054306047.1	sctV	membrane|0016020||IEA									
NZ_CP065640.1	RefSeq	gene	756918	758048	.	-	.	gene-I6G83_RS03500	sctW			Gene			protein_coding	I6G83_RS03500	I6G83_03500							sctW										
NZ_CP065640.1	Protein Homology	CDS	756918	758048	.	-	0	cds-WP_054306046.1	WP_054306046.1			CDS				I6G83_RS03500		gene-I6G83_RS03500	GO:0030254,GO:0050709,GO:0009986		protein secretion by the type III secretion system|0030254||IEA,negative regulation of protein secretion|0050709||IEA	type III secretion system gatekeeper subunit SctW	WP_054306046.1	sctW	cell surface|0009986||IEA									
NZ_CP065640.1	RefSeq	gene	758333	758878	.	+	.	gene-I6G83_RS03505	I6G83_RS03505			Gene			protein_coding	I6G83_RS03505	I6G83_03505																	
NZ_CP065640.1	Protein Homology	CDS	758333	758878	.	+	0	cds-WP_054306045.1	WP_054306045.1			CDS				I6G83_RS03505		gene-I6G83_RS03505	GO:0006352,GO:0006355,GO:0003677,GO:0003700,GO:0016987	DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA,sigma factor activity|0016987||IEA	DNA-templated transcription initiation|0006352||IEA,regulation of DNA-templated transcription|0006355||IEA	sigma-70 family RNA polymerase sigma factor	WP_054306045.1											
NZ_CP065640.1	RefSeq	gene	759104	760564	.	+	.	gene-I6G83_RS03510	I6G83_RS03510			Gene			protein_coding	I6G83_RS03510	I6G83_03510																	
NZ_CP065640.1	Protein Homology	CDS	759104	760564	.	+	0	cds-WP_054306044.1	WP_054306044.1			CDS				I6G83_RS03510		gene-I6G83_RS03510				PAS domain S-box protein	WP_054306044.1											
NZ_CP065640.1	RefSeq	gene	760580	761218	.	+	.	gene-I6G83_RS03515	I6G83_RS03515			Gene			protein_coding	I6G83_RS03515	I6G83_03515																	
NZ_CP065640.1	Protein Homology	CDS	760580	761218	.	+	0	cds-WP_015673962.1	WP_015673962.1			CDS				I6G83_RS03515		gene-I6G83_RS03515	GO:0000160,GO:0006355,GO:0003677	DNA binding|0003677||IEA	phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA	response regulator transcription factor	WP_015673962.1											
NZ_CP065640.1	RefSeq	gene	761284	763785	.	-	.	gene-I6G83_RS03520	I6G83_RS03520			Gene			protein_coding	I6G83_RS03520	I6G83_03520																	
NZ_CP065640.1	Protein Homology	CDS	761284	763785	.	-	0	cds-WP_072186113.1	WP_072186113.1			CDS				I6G83_RS03520		gene-I6G83_RS03520	GO:0006812,GO:0005524,GO:0019829,GO:0016020	ATP binding|0005524||IEA,ATPase-coupled monoatomic cation transmembrane transporter activity|0019829||IEA	monoatomic cation transport|0006812||IEA	heavy metal translocating P-type ATPase	WP_072186113.1		membrane|0016020||IEA									
NZ_CP065640.1	RefSeq	gene	763842	764051	.	-	.	gene-I6G83_RS03525	I6G83_RS03525			Gene			protein_coding	I6G83_RS03525	I6G83_03525																	
NZ_CP065640.1	Protein Homology	CDS	763842	764051	.	-	0	cds-WP_054306042.1	WP_054306042.1			CDS				I6G83_RS03525		gene-I6G83_RS03525	GO:0046872	metal ion binding|0046872||IEA		heavy-metal-associated domain-containing protein	WP_054306042.1											
NZ_CP065640.1	RefSeq	gene	764275	765618	.	-	.	gene-I6G83_RS03530	I6G83_RS03530			Gene			protein_coding	I6G83_RS03530	I6G83_03530																	
NZ_CP065640.1	Protein Homology	CDS	764275	765618	.	-	0	cds-WP_082798087.1	WP_082798087.1			CDS				I6G83_RS03530		gene-I6G83_RS03530				pyridoxal phosphate-dependent aminotransferase	WP_082798087.1											
NZ_CP065640.1	RefSeq	gene	765670	766860	.	-	.	gene-I6G83_RS03535	I6G83_RS03535			Gene			protein_coding	I6G83_RS03535	I6G83_03535																	
NZ_CP065640.1	Protein Homology	CDS	765670	766860	.	-	0	cds-WP_054306857.1	WP_054306857.1			CDS				I6G83_RS03535		gene-I6G83_RS03535	GO:0030170	pyridoxal phosphate binding|0030170||IEA		cysteine desulfurase family protein	WP_054306857.1											
NZ_CP065640.1	RefSeq	gene	766894	767763	.	-	.	gene-I6G83_RS03540	I6G83_RS03540			Gene			protein_coding	I6G83_RS03540	I6G83_03540																	
NZ_CP065640.1	GeneMarkS-2+	CDS	766894	767763	.	-	0	cds-WP_054306858.1	WP_054306858.1			CDS				I6G83_RS03540		gene-I6G83_RS03540				hypothetical protein	WP_054306858.1											
NZ_CP065640.1	RefSeq	gene	768397	769305	.	-	.	gene-I6G83_RS03545	I6G83_RS03545			Gene			protein_coding	I6G83_RS03545	I6G83_03545																	
NZ_CP065640.1	Protein Homology	CDS	768397	769305	.	-	0	cds-WP_054306859.1	WP_054306859.1			CDS				I6G83_RS03545		gene-I6G83_RS03545	GO:0003824	catalytic activity|0003824||IEA		endonuclease/exonuclease/phosphatase family protein	WP_054306859.1											
NZ_CP065640.1	RefSeq	gene	769433	770347	.	-	.	gene-I6G83_RS03550	I6G83_RS03550			Gene			protein_coding	I6G83_RS03550	I6G83_03550																	
NZ_CP065640.1	Protein Homology	CDS	769433	770347	.	-	0	cds-WP_054306860.1	WP_054306860.1			CDS				I6G83_RS03550		gene-I6G83_RS03550	GO:0001216	DNA-binding transcription activator activity|0001216||IEA		LysR family transcriptional regulator	WP_054306860.1											
NZ_CP065640.1	RefSeq	gene	770452	771480	.	+	.	gene-I6G83_RS03555	I6G83_RS03555			Gene			protein_coding	I6G83_RS03555	I6G83_03555																	
NZ_CP065640.1	Protein Homology	CDS	770452	771480	.	+	0	cds-WP_138111909.1	WP_138111909.1			CDS				I6G83_RS03555		gene-I6G83_RS03555				NAD(P)-dependent alcohol dehydrogenase	WP_138111909.1											
NZ_CP065640.1	RefSeq	gene	772455	772988	.	+	.	gene-I6G83_RS03560	I6G83_RS03560			Gene			protein_coding	I6G83_RS03560	I6G83_03560																	
NZ_CP065640.1	Protein Homology	CDS	772455	772988	.	+	0	cds-WP_054306862.1	WP_054306862.1			CDS				I6G83_RS03560		gene-I6G83_RS03560	GO:0007155,GO:0009289		cell adhesion|0007155||IEA	fimbrial protein	WP_054306862.1		pilus|0009289||IEA									
NZ_CP065640.1	RefSeq	gene	773048	773566	.	+	.	gene-I6G83_RS03565	I6G83_RS03565			Gene			protein_coding	I6G83_RS03565	I6G83_03565																	
NZ_CP065640.1	GeneMarkS-2+	CDS	773048	773566	.	+	0	cds-WP_138111912.1	WP_138111912.1			CDS				I6G83_RS03565		gene-I6G83_RS03565				hypothetical protein	WP_138111912.1											
NZ_CP065640.1	RefSeq	gene	773700	776213	.	+	.	gene-I6G83_RS03570	I6G83_RS03570			Gene			protein_coding	I6G83_RS03570	I6G83_03570																	
